2.4916e-05	        0 -0.785398        -0  -2.18166        -0   1.39626        -0	    0.286731 -5.24738e-12     0.612709	 0 -0  0
0.00105882	        0 -0.785418   1.1e-05   -2.1817     2e-05   1.39617   1.1e-05	   0.286711 7.66571e-06    0.612689	-0.0386751  0.0149994 -0.0412674
0.0020564	    1e-06 -0.785478   4.2e-05  -2.18182   7.9e-05    1.3959   4.4e-05	   0.286654 2.99832e-05    0.612627	-0.0765844  0.0296972 -0.0816921
0.00305588	    2e-06 -0.785579   9.4e-05  -2.18203  0.000176   1.39546   9.6e-05	   0.286559 6.68965e-05    0.612526	-0.113746 0.0440959 -0.121275
0.0040706	   4e-06 -0.78572 0.000166 -2.18231 0.000309  1.39485 0.000167	   0.286427 0.000117954    0.612385	-0.150178 0.0581998 -0.160018
0.00508762	    8e-06 -0.785902  0.000258  -2.18267  0.000478   1.39407  0.000255	   0.286258 0.000183427    0.612206	-0.186652 0.0722957 -0.198693
0.00611028	  1.2e-05 -0.786125  0.000369  -2.18311  0.000681   1.39313  0.000361	   0.286054 0.000261997    0.611989	-0.221658 0.0858135 -0.235753
0.00705951	 1.8e-05 -0.78639   0.0005 -2.18363 0.000918  1.39205 0.000481	  0.285815 0.00035461   0.611735	-0.255981 0.0990458 -0.271987
0.00813466	  2.5e-05 -0.786696   0.00065  -2.18423  0.001186   1.39081  0.000615	   0.285543 0.000460063    0.611445	-0.289636  0.111996 -0.307402
0.00905496	  3.4e-05 -0.787044  0.000819   -2.1849  0.001485   1.38944  0.000762	   0.285236 0.000578609     0.61112	 -0.32336   0.12493 -0.342703
0.0100762	  4.6e-05 -0.787433  0.001006  -2.18566  0.001815   1.38792  0.000921	   0.284897 0.000710097    0.610761	-0.355705  0.137321 -0.376484
0.0110534	  5.9e-05 -0.787864   0.00121  -2.18649  0.002172   1.38627  0.001091	   0.284525 0.000852863    0.610367	-0.387419  0.149439 -0.409469
0.0120776	  7.5e-05 -0.788336  0.001433  -2.18739  0.002558    1.3845  0.001272	  0.284122 0.00100856   0.609942	-0.418515  0.161287 -0.441665
0.0130759	 9.4e-05 -0.78885 0.001673 -2.18837 0.002969  1.38261 0.001461	  0.283688 0.00117568   0.609484	-0.449002  0.172867 -0.473083
0.0141001	 0.000115 -0.789406   0.00193  -2.18943  0.003407    1.3806  0.001659	  0.283224 0.00135422   0.608996	-0.478892  0.184185 -0.503732
0.0150531	  0.00014 -0.790002  0.002203  -2.19055  0.003868   1.37847  0.001864	  0.282731 0.00154364   0.608477	-0.508194  0.195241 -0.533621
