2.7959e-05	        0 -0.785398        -0  -2.18166        -0   1.39626        -0	    0.286731 -5.24738e-12     0.612709	 2.19508e-12            0 -1.26733e-12
0.00110447	   1e-06 -0.78536  2.8e-05 -2.18166    2e-05   1.3963  2.5e-05	   0.286746 1.47619e-05    0.612704	-2.38728e-07  9.39804e-14  1.37829e-07
0.00205488	    5e-06 -0.785245  0.000113  -2.18164   8.1e-05    1.3964   9.9e-05	   0.286793 5.99001e-05    0.612687	 7.68071e-08 -3.94129e-15 -4.43446e-08
0.00305501	  1.2e-05 -0.785054  0.000254  -2.18161  0.000182   1.39656  0.000223	   0.286871 0.000134858    0.612659	3.18577e-07 7.04992e-15 -1.8393e-07
0.00407413	  2.1e-05 -0.784789  0.000449  -2.18158  0.000322   1.39679  0.000395	    0.28698 0.000238395     0.61262	-1.25233e-07  4.11893e-14   7.2303e-08
0.00508138	  3.3e-05 -0.784451  0.000698  -2.18153  0.000501   1.39708  0.000614	   0.287118 0.000370813    0.612571	-4.37501e-07  3.56382e-14  2.52591e-07
0.00608046	  4.9e-05 -0.784041  0.000999  -2.18147  0.000716   1.39743   0.00088	   0.287285 0.000531127     0.61251	 7.38152e-08 -8.54872e-15 -4.26172e-08
0.00708159	  6.8e-05 -0.783561  0.001351   -2.1814  0.000968   1.39784  0.001191	   0.287481 0.000718835    0.612439	 2.69874e-07  8.80962e-14 -1.55812e-07
0.00805788	    9e-05 -0.783013  0.001752  -2.18132  0.001256   1.39831  0.001547	   0.287704 0.000932998    0.612359	-9.39895e-07 -5.76483e-13  5.42648e-07
0.00908372	 0.000115 -0.782397  0.002203  -2.18123  0.001578   1.39884  0.001947	  0.287955 0.00117372   0.612268	-1.04695e-06 -7.33302e-13  6.04457e-07
0.0100771	 0.000144 -0.781716    0.0027  -2.18113  0.001933   1.39942   0.00239	  0.288232 0.00143955   0.612168	-1.96449e-06 -1.31073e-12   1.1342e-06
0.0110546	 0.000176 -0.780971  0.003244  -2.18102   0.00232   1.40005  0.002874	  0.288535 0.00173048   0.612058	-1.86091e-06 -1.57668e-12   1.0744e-06
0.0120533	 0.000213 -0.780163  0.003832   -2.1809  0.002738   1.40074    0.0034	  0.288864 0.00204575   0.611939	-2.26166e-06 -2.20829e-12  1.30577e-06
0.0131046	 0.000253 -0.779294  0.004463  -2.18077  0.003187   1.40149  0.003965	  0.289216 0.00238442   0.611811	 -3.6854e-06 -5.39596e-12  2.12776e-06
0.0140534	 0.000297 -0.778365  0.005137  -2.18063  0.003665   1.40228  0.004569	 0.289593 0.0027465  0.611675	-4.49404e-06 -9.60165e-12  2.59462e-06
0.0151078	 0.000344 -0.777376  0.005852  -2.18048  0.004171   1.40312  0.005212	  0.289993 0.00313077   0.611529	-6.25042e-06 -1.17901e-11  3.60865e-06
0.016104	 0.000396 -0.776329  0.006609  -2.18031  0.004706   1.40401  0.005893	  0.290416 0.00353844   0.611375	-7.62951e-06 -2.14518e-11  4.40485e-06
0.0171096	 0.000451 -0.775225  0.007405  -2.18014  0.005267   1.40495   0.00661	  0.290862 0.00396726   0.611213	-9.26741e-06 -3.16606e-11  5.35048e-06
0.0180708	 0.000511 -0.774065   0.00824  -2.17996  0.005854   1.40593  0.007364	   0.29133 0.00441787   0.611043	-1.08832e-05 -4.66663e-11  6.28333e-06
0.0191084	 0.000574 -0.772849  0.009112  -2.17977  0.006466   1.40696  0.008153	  0.291819 0.00488878   0.610864	-1.36078e-05 -6.55159e-11  7.85629e-06
0.0200537	0.000642 -0.77158 0.010022 -2.17956 0.007102  1.40803 0.008976	  0.292329 0.00538085   0.610677	-1.48031e-05 -9.44037e-11  8.54637e-06
0.0210817	 0.000713 -0.770257  0.010967  -2.17934  0.007763   1.40915  0.009834	   0.29286 0.00589252   0.610483	-1.90883e-05 -1.42369e-10  1.10203e-05
0.0220775	 0.000788 -0.768881  0.011948  -2.17911  0.008446    1.4103  0.010725	  0.293411 0.00642405   0.610281	-2.24726e-05 -1.95467e-10  1.29741e-05
0.0230916	 0.000867 -0.767456  0.012962  -2.17888   0.00915    1.4115  0.011648	   0.29398 0.00697411   0.610072	-2.65068e-05 -2.60942e-10  1.53031e-05
0.0240729	0.000951 -0.76598  0.01401 -2.17862 0.009874  1.41274 0.012602	  0.294569 0.00754332   0.609856	-2.89724e-05 -3.41656e-10  1.67264e-05
0.0250546	 0.001038 -0.764455  0.015089  -2.17836  0.010619   1.41402  0.013588	  0.295176 0.00813007   0.609633	-3.44854e-05 -4.48346e-10  1.99091e-05
0.0260998	 0.001129 -0.762882    0.0162  -2.17809  0.011383   1.41533  0.014603	  0.295801 0.00873482   0.609402	-3.93183e-05 -5.90123e-10  2.26991e-05
0.0270995	 0.001224 -0.761261  0.017342   -2.1778  0.012166   1.41668  0.015648	  0.296444 0.00935721   0.609165	-4.48844e-05 -7.73982e-10  2.59123e-05
0.0281012	 0.001323 -0.759592  0.018514   -2.1775  0.012966   1.41807  0.016722	  0.297104 0.00999659   0.608921	-5.03959e-05  -9.7886e-10  2.90939e-05
0.0291003	 0.001426 -0.757878  0.019716  -2.17719  0.013784   1.41949  0.017825	 0.297781 0.0106532   0.60867	 -5.6689e-05 -1.24754e-09  3.27266e-05
0.030053	 0.001533 -0.756118  0.020946  -2.17686  0.014618   1.42095  0.018956	 0.298474 0.0113259  0.608413	 -6.3805e-05 -1.56529e-09  3.68343e-05
0.0311025	 0.001643 -0.754313  0.022203  -2.17652  0.015468   1.42244  0.020113	 0.299183 0.0120141   0.60815	-7.22964e-05 -1.98442e-09  4.17359e-05
0.0321074	 0.001758 -0.752465  0.023488  -2.17617  0.016332   1.42397  0.021297	 0.299908 0.0127186   0.60788	-7.97131e-05 -2.45475e-09  4.60169e-05
0.0331064	 0.001876 -0.750574  0.024798   -2.1758   0.01721   1.42552  0.022507	 0.300647 0.0134375  0.607604	 -8.9112e-05 -2.99965e-09   5.1442e-05
0.0341058	 0.001998 -0.748641  0.026134  -2.17543  0.018102   1.42711  0.023741	 0.301402 0.0141718  0.607323	-9.85435e-05 -3.72831e-09  5.68857e-05
0.0351039	 0.002124 -0.746666  0.027495  -2.17503  0.019006   1.42873  0.025001	  0.30217 0.0149206  0.607035	-0.000108495 -4.50564e-09  6.26294e-05
0.0361213	0.002253 -0.74465  0.02888 -2.17463 0.019922  1.43037 0.026284	 0.302953 0.0156833  0.606742	-0.000119069 -5.43653e-09  6.87326e-05
0.0370927	 0.002387 -0.742594  0.030288  -2.17421  0.020849   1.43204  0.027591	 0.303749 0.0164602  0.606443	-0.000130145 -6.54989e-09  7.51248e-05
0.0380818	 0.002523 -0.740498  0.031719  -2.17377  0.021787   1.43374  0.028921	 0.304558 0.0172502  0.606139	-0.000142734 -7.79842e-09  8.23901e-05
0.0390818	 0.002663 -0.738364  0.033171  -2.17332  0.022734   1.43547  0.030273	 0.30538 0.018053 0.605829	 -0.00015598 -9.22112e-09  9.00342e-05
0.0400772	 0.002807 -0.736193  0.034644  -2.17286   0.02369   1.43722  0.031646	 0.306214 0.0188686  0.605514	-0.000169553 -1.09143e-08  9.78668e-05
0.0410889	 0.002955 -0.733985  0.036137  -2.17238  0.024654     1.439  0.033039	 0.307059 0.0196965  0.605195	-0.000183316  -1.2919e-08  0.000105809
0.0420528	 0.003105 -0.731741  0.037649  -2.17188  0.025625    1.4408  0.034453	 0.307916 0.0205356   0.60487	-0.000198863 -1.50147e-08   0.00011478
0.0431689	 0.003259 -0.729462   0.03918  -2.17137  0.026604   1.44262  0.035886	 0.308785 0.0213867  0.604541	-0.000215293 -1.76385e-08   0.00012426
0.0440988	 0.003417 -0.727147   0.04073  -2.17084  0.027588   1.44446  0.037339	 0.309664 0.0222495  0.604207	-0.000231088 -2.03987e-08  0.000133373
0.0451012	 0.003578 -0.724797  0.042297   -2.1703  0.028578   1.44633   0.03881	 0.310553 0.0231229  0.603869	-0.000248285 -2.36231e-08  0.000143295
0.04607	 0.003742 -0.722415  0.043881  -2.16974  0.029573   1.44821  0.040299	 0.311453 0.0240069  0.603526	-0.000266305 -2.72347e-08  0.000153691
0.0470984	 0.003909 -0.719999  0.045481  -2.16917  0.030572   1.45012  0.041806	 0.312362 0.0249011  0.603179	-0.000285447 -3.11891e-08  0.000164734
0.0480996	 0.004079 -0.717551  0.047096  -2.16858  0.031574   1.45204   0.04333	 0.313281 0.0258049  0.602827	-0.000305475 -3.54835e-08  0.000176288
0.049107	 0.004252 -0.715072  0.048727  -2.16797   0.03258   1.45398   0.04487	 0.314208 0.0267188  0.602472	-0.000326004 -4.04575e-08  0.000188129
0.05007	 0.004429 -0.712561  0.050372  -2.16735  0.033588   1.45594  0.046426	 0.315145 0.0276422  0.602113	-0.000346904 -4.60063e-08  0.000200184
0.0511026	0.004608 -0.71002  0.05203 -2.16671 0.034598  1.45792 0.047998	  0.31609 0.0285741  0.601749	-0.000370049 -5.20386e-08  0.000213533
