2.2257e-05	        0 -0.785398        -0  -2.18166        -0   1.39626        -0	    0.286731 -5.24738e-12     0.612709	 0 -0  0
0.00110625	        0 -0.785404        -0  -2.18168        -0   1.39627        -0	    0.28673 -5.2474e-12    0.612705	 -0.00110165 -5.63919e-14  -0.00819724
0.00210334	        0 -0.785354   1.3e-05  -2.18166   2.5e-05    1.3962   1.4e-05	   0.286733 9.28195e-06    0.612692	0.00650737  0.0190125 -0.0194658
0.00310285	    1e-06 -0.785178   5.3e-05  -2.18155  0.000101   1.39593   5.6e-05	   0.286743 3.79792e-05    0.612667	0.0141597 0.0380031 -0.030555
0.00410068	    2e-06 -0.784879   0.00012  -2.18136  0.000226   1.39549  0.000125	   0.286761 8.54828e-05    0.612631	 0.0216717    0.05659 -0.0413897
0.00510186	   4e-06 -0.78446 0.000212 -2.18107 0.000398  1.39488 0.000219	   0.286786 0.000150959    0.612584	 0.0290373  0.0747718 -0.0519632
0.00611024	    8e-06 -0.783924  0.000329  -2.18071  0.000617   1.39409  0.000337	   0.286819 0.000234704    0.612527	 0.0362541  0.0925543 -0.0622714
0.00710435	  1.2e-05 -0.783275  0.000472  -2.18026  0.000879   1.39314  0.000476	   0.286859 0.000335903     0.61246	 0.0433217   0.109942 -0.0723108
0.00808062	  1.8e-05 -0.782515  0.000639  -2.17973  0.001184   1.39203  0.000635	   0.286906 0.000454342    0.612382	0.0502383  0.126941 -0.082079
0.00908801	  2.5e-05 -0.781649   0.00083  -2.17913   0.00153   1.39077  0.000812	   0.286959 0.000589422    0.612296	 0.0570033   0.143556 -0.0915742
0.0100767	  3.5e-05 -0.780678  0.001045  -2.17846  0.001914   1.38936  0.001007	    0.28702 0.000741243    0.612199	 0.063616  0.159792 -0.100797
0.0111115	  4.6e-05 -0.779607  0.001283  -2.17771  0.002336    1.3878  0.001216	   0.287087 0.000908846    0.612094	0.0700773  0.175654 -0.109745
0.0120815	    6e-05 -0.778438  0.001544  -2.17689  0.002794   1.38611   0.00144	  0.28716 0.0010925   0.61198	0.0763877  0.191147 -0.118421
0.0130863	  7.6e-05 -0.777174  0.001827  -2.17601  0.003285   1.38428  0.001678	  0.287239 0.00129104   0.611857	0.0825487  0.206274 -0.126825
0.014089	  9.4e-05 -0.775818  0.002132  -2.17506   0.00381   1.38233  0.001927	  0.287325 0.00150464   0.611726	0.0885607  0.221042 -0.134958
0.015121	 0.000116 -0.774372  0.002458  -2.17405  0.004365   1.38024  0.002187	  0.287416 0.00173286   0.611587	0.0944248  0.235454 -0.142824
0.016101	  0.00014 -0.772839  0.002806  -2.17298   0.00495   1.37804  0.002457	  0.287514 0.00197552   0.611441	 0.100144  0.249515 -0.150424
0.0171047	 0.000167 -0.771222  0.003174  -2.17185  0.005564   1.37572  0.002736	  0.287617 0.00223198   0.611287	  0.10572  0.263229 -0.157762
0.0180778	 0.000197 -0.769523  0.003562  -2.17066  0.006204   1.37329  0.003023	  0.287725 0.00250175   0.611125	0.111154   0.2766 -0.16484
0.0191065	 0.000231 -0.767744   0.00397  -2.16942  0.006869   1.37075  0.003318	  0.287839 0.00278497   0.610957	 0.116449  0.289633 -0.171662
0.0201059	 0.000268 -0.765888  0.004397  -2.16813  0.007559    1.3681  0.003619	  0.287958 0.00308099   0.610782	 0.121607  0.302333 -0.178233
0.0210804	 0.000309 -0.763957  0.004843  -2.16678  0.008271   1.36536  0.003926	  0.288082 0.00338959   0.610601	 0.126631  0.314703 -0.184554
0.0221014	 0.000353 -0.761954  0.005307  -2.16539  0.009005   1.36251  0.004238	  0.288211 0.00371012   0.610413	 0.131524  0.326747 -0.190633
0.0230766	0.000401 -0.75988  0.00579 -2.16394 0.009758  1.35958 0.004555	  0.288345 0.00404277    0.61022	 0.136288   0.33847 -0.196472
0.024084	 0.000452 -0.757737   0.00629  -2.16245  0.010531   1.35655  0.004875	  0.288484 0.00438665    0.61002	 0.140928  0.349875 -0.202077
0.0250757	 0.000508 -0.755528  0.006808  -2.16092  0.011322   1.35344  0.005199	 0.288627 0.0047424  0.609816	 0.145444  0.360968 -0.207452
0.0260762	 0.000568 -0.753254  0.007342  -2.15934  0.012128   1.35024  0.005525	  0.288775 0.00510845   0.609606	 0.149842  0.371752 -0.212601
0.0270763	 0.000632 -0.750918  0.007893  -2.15772  0.012951   1.34696  0.005854	  0.288927 0.00548554   0.609391	 0.154123  0.382231 -0.217531
0.0280765	 0.000701 -0.748522   0.00846  -2.15606  0.013788   1.34361  0.006184	  0.289083 0.00587307   0.609171	 0.158292  0.392409 -0.222245
0.029077	 0.000773 -0.746066  0.009043  -2.15436  0.014637   1.34018  0.006516	  0.289243 0.00627015   0.608946	0.162351 0.402289 -0.22675
0.0300854	  0.00085 -0.743554  0.009641  -2.15262  0.015499   1.33668  0.006848	  0.289407 0.00667712   0.608718	 0.166305  0.411878 -0.231051
0.0311085	 0.000932 -0.740986  0.010255  -2.15085  0.016373   1.33311   0.00718	  0.289575 0.00709421   0.608484	 0.170155  0.421177 -0.235151
0.0320845	 0.001018 -0.738364  0.010882  -2.14904  0.017256   1.32948  0.007513	  0.289748 0.00751945   0.608247	 0.173907  0.430192 -0.239058
0.033101	0.001109 -0.73569 0.011525 -2.14719 0.018148  1.32578 0.007845	  0.289923 0.00795433   0.608006	 0.177562  0.438926 -0.242775
0.0341	 0.001205 -0.732966   0.01218  -2.14532  0.019049   1.32202  0.008176	  0.290103 0.00839724   0.607762	0.181125 0.447384 -0.24631
0.0351091	 0.001306 -0.730193   0.01285  -2.14341  0.019957    1.3182  0.008505	  0.290285 0.00884906   0.607514	 0.184598  0.455569 -0.249665
0.036102	 0.001411 -0.727372  0.013533  -2.14146  0.020871   1.31433  0.008834	  0.290472 0.00930853   0.607262	 0.187985  0.463485 -0.252847
0.0371053	 0.001522 -0.724505  0.014228  -2.13949  0.021791   1.31041   0.00916	  0.290661 0.00977582   0.607008	0.191288 0.471137 -0.25586
0.0381026	 0.001638 -0.721594  0.014936  -2.13749  0.022715   1.30643  0.009485	 0.290854 0.0102507  0.606751	 0.194512  0.478529 -0.258712
0.0391051	 0.001758 -0.718639  0.015656  -2.13547  0.023644   1.30241  0.009807	 0.291051 0.0107327  0.606491	 0.197659  0.485665 -0.261405
0.040102	 0.001884 -0.715643  0.016388  -2.13341  0.024575   1.29833  0.010126	  0.29125 0.0112218  0.606228	 0.200731  0.492548 -0.263944
0.0411127	 0.002015 -0.712606  0.017131  -2.13133  0.025509   1.29422  0.010443	 0.291452 0.0117175  0.605963	 0.203732  0.499183 -0.266337
0.0420785	 0.002152 -0.709529  0.017886  -2.12923  0.026444   1.29006  0.010756	 0.291657 0.0122202  0.605695	 0.206664  0.505574 -0.268586
0.0430842	 0.002293 -0.706415  0.018651   -2.1271   0.02738   1.28586  0.011066	 0.291865 0.0127285  0.605426	 0.209532  0.511725 -0.270696
0.0440754	 0.002441 -0.703263  0.019427  -2.12494  0.028317   1.28162  0.011372	 0.292076 0.0132436  0.605154	 0.212337  0.517641 -0.272675
0.0450935	 0.002593 -0.700076  0.020213  -2.12277  0.029253   1.27735  0.011674	 0.29229 0.013764  0.60488	 0.215081  0.523324 -0.274524
0.0460915	 0.002751 -0.696854  0.021008  -2.12057  0.030188   1.27304  0.011973	 0.292506 0.0142897  0.604605	 0.217769   0.52878 -0.276249
0.047085	 0.002915 -0.693598  0.021814  -2.11835  0.031121    1.2687  0.012267	 0.292725 0.0148214  0.604328	 0.220401  0.534011 -0.277855
0.0481086	0.003084 -0.69031 0.022628 -2.11611 0.032052  1.26432 0.012557	 0.292947 0.0153577  0.604049	 0.222981  0.539022 -0.279346
0.0491085	 0.003259 -0.686991  0.023452  -2.11385   0.03298   1.25992  0.012842	 0.293171 0.0158994  0.603769	 0.225511  0.543818 -0.280726
0.0500997	  0.00344 -0.683641  0.024284  -2.11157  0.033904   1.25549  0.013123	 0.293398 0.0164456  0.603488	 0.227995  0.548402 -0.282001
0.0511099	 0.003626 -0.680262  0.025124  -2.10928  0.034824   1.25103  0.013398	 0.293627 0.0169959  0.603205	 0.230433  0.552776 -0.283172
0.0521011	 0.003818 -0.676854  0.025972  -2.10697   0.03574   1.24655  0.013669	 0.293859 0.0175506  0.602921	 0.232828  0.556947 -0.284247
0.053101	 0.004016 -0.673419  0.026828  -2.10464  0.036651   1.24204  0.013935	 0.294093 0.0181096  0.602637	 0.235181  0.560917 -0.285226
0.0540816	  0.00422 -0.669957  0.027692  -2.10229  0.037557   1.23751  0.014195	 0.294329 0.0186728  0.602351	 0.237495  0.564692 -0.286117
0.0551002	0.004429 -0.66647 0.028562 -2.09993 0.038456  1.23296 0.014451	 0.294568 0.0192389  0.602065	 0.239773  0.568274 -0.286921
0.0561064	 0.004645 -0.662957   0.02944  -2.09755  0.039349   1.22839  0.014701	 0.294809 0.0198092  0.601777	 0.242013  0.571668 -0.287643
0.0570821	 0.004866 -0.659421  0.030324  -2.09516  0.040236    1.2238  0.014945	 0.295052 0.0203825  0.601489	 0.244221  0.574876 -0.288286
0.0580825	 0.005093 -0.655861  0.031214  -2.09275  0.041115   1.21919  0.015184	 0.295297 0.0209586  0.601201	 0.246398  0.577904 -0.288855
0.0590913	 0.005327 -0.652279   0.03211  -2.09034  0.041986   1.21457  0.015417	0.295545 0.021538 0.600912	 0.248542  0.580755 -0.289351
0.0600883	 0.005566 -0.648675  0.033012  -2.08791   0.04285   1.20994  0.015644	0.295794  0.02212 0.600622	 0.250658  0.583433 -0.289779
0.0610768	0.005812 -0.64505  0.03392 -2.08546 0.043705  1.20529 0.015865	0.296046 0.022705 0.600332	 0.252747  0.585941 -0.290143
0.0620762	 0.006063 -0.641406  0.034833  -2.08301  0.044552   1.20063  0.016081	   0.2963 0.0232922  0.600042	  0.25481  0.588283 -0.290445
0.0630872	 0.006321 -0.637741   0.03575  -2.08054   0.04539   1.19595  0.016291	 0.296556 0.0238815  0.599751	 0.256847  0.590463 -0.290688
0.0640786	 0.006584 -0.634058  0.036673  -2.07806  0.046218   1.19127  0.016495	 0.296813 0.0244729  0.599461	 0.258862  0.592485 -0.290876
0.0651138	 0.006854 -0.630357  0.037599  -2.07558  0.047037   1.18657  0.016692	 0.297073 0.0250661  0.599169	0.260854  0.59435 -0.29101
0.0661087	  0.00713 -0.626639   0.03853  -2.07308  0.047847   1.18187  0.016884	 0.297335 0.0256615  0.598879	 0.262825  0.596065 -0.291095
0.0670998	 0.007412 -0.622904  0.039465  -2.07057  0.048646   1.17716   0.01707	 0.297599 0.0262583  0.598588	 0.264777  0.597631 -0.291133
0.0681006	   0.0077 -0.619152  0.040404  -2.06806  0.049435   1.17245  0.017249	 0.297865 0.0268568  0.598296	 0.266708  0.599052 -0.291128
0.0691071	 0.007995 -0.615386  0.041345  -2.06553  0.050213   1.16773  0.017423	 0.298132 0.0274562  0.598005	 0.268622  0.600333 -0.291079
0.0701007	 0.008295 -0.611604  0.042291    -2.063  0.050981     1.163   0.01759	 0.298402 0.0280573  0.597714	 0.270517  0.601476 -0.290992
0.0711027	 0.008602 -0.607808  0.043239  -2.06046  0.051738   1.15827  0.017751	 0.298673 0.0286593  0.597423	 0.272397  0.602485 -0.290868
0.0721006	 0.008915 -0.603998  0.044189  -2.05791  0.052484   1.15354  0.017906	0.298947 0.029262 0.597132	 0.27426 0.603363 -0.29071
0.073102	 0.009235 -0.600175  0.045142  -2.05535  0.053219    1.1488  0.018055	 0.299222 0.0298659  0.596842	 0.276108  0.604113 -0.290519
0.0741081	 0.00956 -0.59634 0.046098 -2.05279 0.053942  1.14406 0.018197	 0.299499 0.0304704  0.596551	 0.277941  0.604739 -0.290297
